2457108.13299 18.46 0.034641764103524965
2457108.207 18.39 0.033220028446165104
2457131.63358 18.45 0.03443499307633384
2457131.70759 18.37 0.03282464213752176
2457298.21385 18.45 0.03443499307633384
2457298.38999 18.51 0.035694392919884715
2457318.88817 18.47 0.03484977672404488
2457318.96218 18.48 0.0350590383932613
2457455.69022 18.47 0.03484977672404488
2457455.76424 18.47 0.03484977672404488
2457488.67485 18.46 0.034641764103524965
2457488.74885 18.48 0.0350590383932613
2457505.93098 18.44 0.03422945623160418
2457506.00499 18.45 0.03443499307633384
2457643.45536 18.4 0.03341950400261143
2457643.52935 18.42 0.0338220556669655
2457692.68163 18.41 0.03362017734543793
2457692.75564 18.42 0.0338220556669655
2457784.75899 18.3 0.031477483141013174
2457784.83301 18.31 0.031666495274920915
2457785.00918 18.3 0.031477483141013174
2457794.07164 18.28 0.031102836686851484
2457794.14566 18.3 0.031477483141013174
2457794.32183 18.34 0.032240368719181865
2457831.29696 18.0 0.026302679918953815
2457831.37096 17.99 0.026145683522105594
2457872.77816 16.62 0.013304544179780914
2457872.85218 16.59 0.013121998990192028
2457873.02834 16.6 0.013182567385564075
2457873.10236 16.59 0.013121998990192028
2457873.27853 16.56 0.01294195841449985
2457873.35255 16.57 0.0130016957803329
2457873.52872 16.56 0.01294195841449985
2457873.77889 16.56 0.01294195841449985
2457873.85291 16.56 0.01294195841449985
2457874.85363 16.5 0.012589254117941675
2457875.0298 16.5 0.012589254117941675
2457875.10381 16.51 0.012647363474711522
2457875.27998 16.49 0.012531411749414155
2457875.35399 16.46 0.012359474334445108
2457875.53016 16.49 0.012531411749414155
2457875.60418 16.47 0.012416523075924106
2457875.78035 16.44 0.01224616199265049
2457875.85435 16.47 0.012416523075924106
2457876.03053 16.44 0.01224616199265049
2457876.10454 16.43 0.012189895989248661
2457876.28072 16.48 0.012473835142429432
2457969.5799 18.32 0.031856642365731165
2457969.65389 18.34 0.032240368719181865
2457982.40873 18.35 0.032433961734935
2457982.58487 18.36 0.032628717214308524
2457982.65888 18.34 0.032240368719181865
2458019.31029 18.39 0.033220028446165104
2458019.38428 18.4 0.03341950400261143
2458157.35902 18.46 0.034641764103524965
2458157.43303 18.41 0.03362017734543793
2458207.0967 18.44 0.03422945623160418
2458343.12478 18.47 0.03484977672404488
2458343.19877 18.45 0.03443499307633384
2458364.19905 18.43 0.034025146202702396
2458395.10763 18.41 0.03362017734543793
2458531.65513 18.42 0.0338220556669655
2458554.6538 18.44 0.03422945623160418
2458582.64619 18.45 0.03443499307633384
2458582.7202 18.41 0.03362017734543793
2458717.66432 18.42 0.0338220556669655
2458741.8734 18.44 0.03422945623160418
2458769.91708 18.42 0.0338220556669655
2458898.6398 18.43 0.034025146202702396
2458949.90137 18.44 0.03422945623160418
2458949.97538 18.44 0.03422945623160418
2459074.44771 18.47 0.03484977672404488
2459262.97815 18.41 0.03362017734543793
2459286.40222 18.44 0.03422945623160418
2459286.47623 18.48 0.0350590383932613
2459449.67074 18.45 0.03443499307633384
2459449.74473 18.44 0.03422945623160418
2459476.41181 18.46 0.034641764103524965
2459476.48581 18.44 0.03422945623160418
2459501.9033 18.45 0.03443499307633384
