2457794.25077 2735.49 267.26
2457795.26679 2509.62 323.77
2457806.21694 3626.91 253.34
2457806.25005 3936.49 223.8
2457807.21407 3049.93 300.1
2457807.26041 3484.86 248.75
2457808.21255 4288.36 192.53
2457808.2576 2767.03 263.35
2457809.20966 3978.84 239.5
2457809.25125 4574.61 207.95
2457815.19348 4319.09 247.29
2457815.22978 4542.41 205.97
2457815.28585 4721.49 178.49
2457818.20655 5229.35 262.71
2457818.26008 5143.57 192.82
2457819.27533 5110.64 221.33
2457821.17744 5732.02 298.75
2457821.19177 3895.39 325.21
2457821.27642 5137.78 226.06
2457822.17485 5824.2 280.79
2457822.22656 5815.93 244.04
2457822.27792 5895.88 204.7
2457823.17617 6987.53 225.5
2457823.17752 6347.81 203.49
2457823.23693 6800.24 151.25
2457823.28536 6314.75 164.42
2457824.17309 7407.68 288.54
2457824.17443 7251.39 280.72
2457824.1918 7143.63 242.95
2457824.24554 7206.48 225.35
2457829.16055 8850.59 267.15
2457829.162 8429.61 258.41
2457829.18031 8245.71 242.81
2457829.22995 8315.1 223.85
2457837.28507 9988.93 216.83
2457840.21628 12492.7 193.39
2457840.22932 11702.63 205.04
2457840.27956 12297.44 194.45
2457844.12457 13636.48 264.2
2457844.12617 13390.07 326.53
2457844.16873 13820.02 258.67
2457844.21443 13569.47 208.86
2457844.28351 14131.15 190.8
2457845.13056 14837.9 315.79
2457845.13195 13107.63 303.51
2457845.17022 13851.87 306.7
2457845.21811 14747.34 275.41
2457847.12301 15425.64 241.74
2457851.10565 19651.36 313.15
2457851.15524 18745.31 289.27
2457851.20718 18832.25 262.99
2457851.27143 18487.61 238.93
2457852.12445 21992.49 264.09
2457852.16568 21694.75 240.51
2457852.21835 21297.65 231.45
2457852.28335 19878.22 247.77
2457853.29564 19874.22 340.94
2457856.09463 27106.39 322.58
2457856.11077 27504.95 321.45
2457857.09393 28628.92 335.38
2457857.14583 27837.38 309.88
2457857.19642 27034.27 267.16
2457857.24413 28011.69 272.6
2457858.09937 30473.26 295.47
2457858.11481 31399.28 292.21
2457858.17729 31006.31 278.08
2457858.23558 32735.67 234.79
2457858.23918 29967.46 268.89
2457858.30171 29460.07 267.03
2457859.12663 38788.47 549.39
2457860.08123 36646.79 345.85
2457860.10709 34807.0 344.58
2457860.15368 34626.57 329.34
2457860.21028 34409.63 327.27
2457860.25741 35192.12 306.0
2457860.30897 34892.34 321.89
2457861.07521 37819.65 372.19
2457861.134 38174.43 367.88
2457861.18128 36100.45 380.85
2457861.22803 36010.83 339.14
2457861.2879 34658.43 302.46
2457862.06814 36751.5 278.01
2457862.0932 36548.44 281.7
2457862.28844 36484.77 322.27
2457863.06162 40245.23 340.17
2457863.10259 38986.3 309.06
2457863.19079 38760.96 283.66
2457863.25676 40294.14 336.98
2457864.05908 40839.51 203.5
2457871.03998 65501.91 342.26
2457871.05539 65311.56 318.63
2457871.12307 65480.76 303.52
2457871.26269 63621.67 308.83
2457873.27726 76365.3 381.24
2457873.28793 77699.7 371.74
2457874.03233 79420.14 325.01
2457874.08608 79405.9 321.12
2457874.13573 77455.59 307.12
2457874.18748 80279.7 234.3
2457874.2542 77028.08 289.69
2457874.3037 71322.03 285.28
2457876.02754 93134.38 470.63
2457876.25126 91424.09 469.93
2457878.29939 92872.86 382.19
2457879.01867 93600.73 369.38
2457879.07381 92565.73 343.21
2457879.13029 90249.75 331.61
2457879.18568 88574.7 318.0
2457879.24946 89181.62 330.93
2457879.30799 90304.63 350.22
2457880.01683 99142.99 383.94
2457880.07031 93226.11 347.17
2457881.01571 90768.76 385.83
2457881.04929 90886.07 360.94
2457881.10471 83320.45 324.21
2457881.15539 84745.03 323.79
2457881.22067 86118.82 331.31
2457881.27371 89477.86 334.22
